imsi,app,throughput,latency,packet_loss,sinr,rsrp,cell_load,prb_utilization,mobility,shannon_capacity,spectral_efficiency,rsrp_sinr_gap,lqi,congestion_index,congestion_index_sq,goodput,ho_risk,r_factor_proxy,mos_from_r,tput_lat_ratio,sinr_x_tput,loss_x_latency,load_x_mobility,sinr_per_prb,goodput_lat_ratio,free_prb_ratio,lqi_x_free_prb,log_throughput,log_latency,log_packet_loss,log_mobility,sqrt_throughput,sqrt_cell_load,cell_load_sq,latency_sq,packet_loss_sq,sinr_exp,sinr_tier,latency_tier,tput_tier,load_tier,mobility_tier,loss_tier,composite_quality,kpi_mean,kpi_std,kpi_min,kpi_max,kpi_range,avg_impairment,avg_benefit,health_score,n_kpi_poor,video_stall_risk,video_loss_flag,volte_lat_cliff,volte_loss_cliff,game_lat_cliff,game_loss_cliff,poor_signal_flag,saturated_cell_flag,high_mobility_flag,qoe_score,qoe_category
310150529389014,volte,3.88,43.68,2.24,3.46,-106.77,71.0,67.72,2.41,1.6862523823770192,2.3009604259420366,1.144285714285715,0.2554395874936664,0.6936,0.48108096,3.793088,0.014769283333333333,76.46127774656638,3.8835338648284887,0.08683974932855863,13.4248,97.84320000000001,171.11,0.050349243306169966,0.08489453894359893,0.3228,0.08245589884295551,1.5851452198650557,3.799525974201,1.1755733298042381,1.2267122912954254,1.969771560359221,8.426149773176359,5041.0,1907.9424,5.017600000000001,0.2924875128934983,1,2,1,1,0,1,6,0.3346788004195662,0.25384937905056154,0.02052286468534446,0.6777777777777778,0.6572549130924333,0.5851459337333127,0.20105335734103114,0.3930996455371719,1,0,0,0,1,0,0,0,0,0,3.2,Good
310150349467210,gaming,2.47,42.92,2.34,1.41,-98.46,72.58,69.21,40.29,1.2531218029951445,1.971077347865418,12.382857142857148,0.28964786742571014,0.70895,0.5026101024999999,2.412202,0.19110889999999997,76.14456823065815,3.8703418003291223,0.05623861566484518,3.4827,100.4328,2924.2482,0.020082609314912406,0.0549226320582878,0.30790000000000006,0.08918257838037617,1.244154593958768,3.7823697972012753,1.205970806988609,3.720620339897999,1.5716233645501712,8.519389649499546,5267.8564,1842.1264,5.475599999999999,0.13151068830233215,1,2,1,1,2,1,8,0.39160270753888693,0.24003109908715328,0.04978519080111196,0.6953333333333334,0.6455481425322214,0.5099023540965726,0.2274444769313196,0.3686734155139461,1,0,0,0,0,0,1,0,0,0,2.85,Fair
310150998717130,gaming,13.16,28.67,1.22,7.3,-106.33,26.6,22.21,33.25,2.671365383974259,4.926319731081313,-3.9014285714285677,0.3249401806205478,0.24405000000000002,0.059560402500000005,12.999448000000001,0.20132874999999997,80.47031245011252,4.041653213874456,0.4435456690259521,96.068,34.9774,884.45,0.3145196036191297,0.43813441186383556,0.7779,0.25277096650472414,2.6504210882655737,3.3901364343027307,0.7975071958841881,3.5336865647082343,3.627671429443411,5.157518783291051,707.5600000000001,821.9689000000001,1.4884,0.5180910099097975,2,3,2,3,2,1,13,0.24553029488028183,0.08513111135229504,0.1213846153846154,0.3514285714285714,0.23004395604395603,0.7984666309571462,0.3188585046093287,0.5586625677832374,0,0,0,0,0,0,0,0,0,0,3.98,Good
310150598972759,gaming,17.45,22.56,0.98,12.93,-103.44,27.62,27.6,35.53,4.366923842541428,3.9959478638044184,-9.054285714285712,0.44557297248964256,0.2761,0.07623121000000001,17.27899,0.19802053333333333,81.544064855583,4.081004766397952,0.7406621392190152,225.62849999999997,22.1088,981.3386,0.45209790209790207,0.733403650254669,0.724,0.3225948320825012,2.915064370486536,3.159550358783386,0.6830968447064438,3.5981338408071912,4.177319714841085,5.2554733373883655,762.8644,508.95359999999994,0.9603999999999999,0.7255537917787831,2,3,3,3,2,2,15,0.2876386516203326,0.13760838553100818,0.09005128205128204,0.5122857142857142,0.4222344322344322,0.7970070350743622,0.4287147961114905,0.6128609155929263,0,0,0,0,0,0,0,0,0,0,4.57,Excellent
310150459525748,volte,10.37,25.46,0.47,11.05,-99.76,50.88,54.98,24.15,3.7797882415315454,2.743539938575539,-2.6885714285714357,0.4440558552651187,0.5293,0.28015849,10.321260999999998,0.11978400000000003,83.54518512857199,4.150657829221597,0.391912320483749,114.5885,11.966199999999999,1228.752,0.19739192568774563,0.39007033257747536,0.45020000000000004,0.19991394604035645,2.4309783077624445,3.2756341586868096,0.3852624007906449,3.224857896545748,3.2202484376209237,7.133021800050804,2588.7744000000002,648.2116000000001,0.22089999999999999,0.668789117758019,2,3,2,2,1,2,12,0.3153583571043823,0.16803604443573167,0.10492307692307692,0.5209636321519573,0.4160405552288804,0.7214836908913463,0.37676177043059683,0.5491227306609716,0,0,0,0,0,0,0,0,0,0,4.54,Excellent
310150534285667,video,0.5,200.0,3.12,0.43,-102.63,97.94,91.41,6.37,1.073188612626284,0.4659013281704609,9.612857142857152,0.23804711633036274,0.94675,0.8963355625,0.4844,0.034642183333333326,67.38597209423028,3.4721355257222815,0.0024875621890547263,0.215,624.0,623.8778,0.0046531760631966235,0.002409950248756219,0.08590000000000009,0.02044824729277818,0.4054651081081644,5.303304908059076,1.415853163361435,1.9974177062012453,0.7071067811865476,9.896464014990405,9592.2436,40000.0,9.7344,0.04208860993296937,1,0,0,0,1,0,2,0.5251117033478444,0.43078441479816304,0.0,1.0,1.0,0.2633305470943446,0.17251545408482608,0.21792300058958536,4,1,1,0,0,0,0,0,1,0,1.0,Poor
310150713608295,video,26.57,18.23,0.0,20.44,-89.47,37.47,36.24,13.96,6.802999380596481,3.9056302247774664,-5.8128571428571405,0.6909025185538433,0.36855000000000004,0.13582910250000002,26.57,0.0453002,85.76248,4.221886836114309,1.3816952678107124,543.0908000000001,0.0,523.0812,0.5488721804511278,1.3816952678107124,0.6376,0.44051944582993047,3.3167282250357055,2.9564715596006885,0.0,2.7053799725463312,5.154609587543949,6.121274377121156,1404.0009,332.3329,0.0,0.8704903651209879,3,3,3,2,1,3,15,0.3523153297293533,0.28769141989893104,0.0,0.7268571428571429,0.7268571428571429,0.8408275071892156,0.6742200579269682,0.7575237825580918,0,0,0,0,0,0,0,0,0,0,5.0,Excellent
310150993664919,volte,11.86,15.5,1.73,9.64,-100.44,42.2,43.61,77.51,3.3511329843827156,3.5391015681177547,-1.3542857142857088,0.41420948406902924,0.42905,0.18408390249999998,11.654822,0.3932340666666667,78.90655549568416,3.9820074014574054,0.7187878787878788,114.3304,26.815,3270.9220000000005,0.21609504595382203,0.7063528484848485,0.5639000000000001,0.23357272806652563,2.554121718809473,2.803360380906535,1.0043016091968684,4.363226005210164,3.443835071544513,6.496152707564686,1780.8400000000001,240.25,2.9929,0.6186356265058105,2,3,2,2,2,1,12,0.37095006701319233,0.16724337019636,0.05384615384615385,0.6600527974112237,0.6062066435650698,0.6291732986640873,0.37115567647532527,0.5001644875697063,1,0,0,0,1,0,0,0,0,0,3.73,Good
310150748061058,video,7.09,21.85,1.87,4.84,-106.18,34.27,38.56,27.11,2.0171718641656193,3.514821977220419,-0.23714285714285666,0.2840205776280885,0.3641500000000001,0.13260522250000006,6.9574169999999995,0.16347330000000002,78.25808120027672,3.956493270250857,0.31028446389496717,34.315599999999996,40.859500000000004,929.0597,0.1223458038422649,0.3044821444201313,0.6144000000000001,0.1745022428946976,2.0906287310704004,3.128951117340214,1.0543120297715298,3.3361253849184407,2.6627053911388696,5.85405842130056,1174.4329000000002,477.42250000000007,3.4969000000000006,0.38368679808771033,1,3,2,2,1,1,10,0.2598429316085511,0.10232721610651789,0.08641025641025642,0.425,0.3385897435897436,0.7314553741889526,0.2453401079377241,0.48839774106333833,1,0,1,0,0,0,0,0,0,0,3.9,Good
310150188409749,gaming,5.87,82.18,2.1,10.02,-100.12,85.33,82.68,30.61,3.465472750615125,1.6938525916725415,-1.57714285714286,0.4233943310184495,0.84005,0.7056840025,5.74673,0.1536622,76.01258003110817,3.864815581480446,0.07056984852127915,58.8174,172.57800000000003,2611.9512999999997,0.11974187380497131,0.0690878817023323,0.1731999999999999,0.0733318981323954,1.927164106234258,4.421006934314765,1.1314021114911006,3.4534735262275262,2.4228082879171433,9.237423883312923,7281.2089,6753.552400000001,4.41,0.632855582442279,2,1,2,0,2,1,8,0.47401813449179314,0.2503244911842054,0.13570887035633056,0.8417882788973825,0.706079408541052,0.4374956386793361,0.3265410897770085,0.3820183642281723,2,0,0,0,0,0,1,0,1,0,2.19,Fair
310150342285876,video,9.94,11.08,0.66,9.72,-104.42,42.13,36.72,4.23,3.3751256524662905,2.9450755389615164,-5.448571428571427,0.3823658072784716,0.39425,0.1554330625,9.874395999999999,0.024266100000000002,83.10205973735548,4.1356601513362845,0.8228476821192052,96.6168,7.3128,178.20990000000003,0.25768822905620364,0.8174168874172184,0.6328,0.24196108284581683,2.392425796993835,2.4915511925066687,0.5068176023684519,1.6544112780768316,3.152776554086889,6.490762667052309,1774.9369000000002,122.7664,0.43560000000000004,0.6216743703119232,2,3,2,2,0,2,11,0.23348356145994234,0.14703355238427296,0.03117948717948718,0.4205714285714286,0.38939194139194144,0.8232649762697888,0.3280644576761611,0.5756647169729749,0,0,0,0,0,0,0,0,0,0,4.48,Excellent
310150454088427,gaming,10.02,16.92,0.92,10.11,-93.6,69.94,66.06,3.06,3.49268888153952,2.868849857472375,4.814285714285717,0.4793498733271736,0.68,0.4624000000000001,9.927816,0.012035999999999998,81.91574992887583,4.094310875622052,0.5591517857142856,101.30219999999998,15.566400000000002,214.0164,0.1507605129734566,0.5540075892857143,0.3393999999999999,0.1626913470072427,2.3997118037247684,2.8859174075467844,0.6523251860396903,1.4011829736136414,3.1654383582688825,8.363013810822029,4891.6035999999995,286.28640000000007,0.8464,0.6361450573592464,2,3,2,1,0,2,10,0.35433431567962387,0.2553690570888045,0.02605807715234608,0.6659999999999999,0.6399419228476538,0.6776858635556825,0.40770128107180104,0.5426935723137418,0,0,0,0,0,0,0,0,0,0,4.16,Excellent
310150909827741,video,16.82,20.65,0.83,15.54,-108.71,45.87,38.88,47.55,5.202011880471236,3.2333643956376976,-18.052857142857135,0.44633502429137734,0.42375,0.1795640625,16.680394,0.30677674999999993,82.184245227483,4.103819804234158,0.776905311778291,261.3828,17.139499999999998,2181.1184999999996,0.38966900702106316,0.7704569976905312,0.6112,0.2727999668468898,2.8803214220426634,3.075005454448499,0.6043159668533294,3.882594194737334,4.1012193308819755,6.772739475278818,2104.0568999999996,426.42249999999996,0.6889,0.7885993223464896,3,3,3,2,2,2,15,0.3302130758634468,0.1578334953047461,0.08025641025641025,0.5868571428571429,0.5066007326007326,0.7186276088514694,0.4116142170549737,0.5651209129532215,0,0,0,0,0,0,0,0,0,0,4.76,Excellent
310150103344769,volte,13.27,36.08,1.0,15.0,-98.13,63.78,55.86,35.05,5.0278076733505195,2.639321322956831,-6.701428571428565,0.5253733122708713,0.5982,0.35784323999999995,13.1373,0.16432608333333332,81.14122172874524,4.0663984404207625,0.3578748651564186,199.04999999999998,36.08,2235.489,0.2638058389025677,0.3542961165048544,0.4414,0.23189978003636258,2.658159431488745,3.6130777406976544,0.6931471805599453,3.584906863730958,3.642801120017397,7.986238163240563,4067.8884000000003,1301.7664,1.0,0.7768698398515702,2,2,2,1,2,2,11,0.3955353384822965,0.16589021536015297,0.15938461538461537,0.5975555555555556,0.43817094017094027,0.6372311037691477,0.4501460755680368,0.5436885896685922,0,0,0,0,1,0,0,0,0,0,4.22,Excellent
310150880932287,video,10.41,34.13,2.23,13.36,-101.1,73.7,67.25,33.2,4.5031605013233245,2.311709741844835,-7.328571428571422,0.4724728800929928,0.70475,0.49667256249999997,10.177857,0.17208666666666664,76.72417930412675,3.8944106868577966,0.2963279248505551,139.0776,76.10990000000001,2446.84,0.19575091575091574,0.28971981212638764,0.3275,0.15473486823045515,2.4344901638739844,3.559055466277736,1.172482137234565,3.5322256440685598,3.2264531609803355,8.5848704125339,5431.6900000000005,1164.8569000000002,4.9729,0.7371048511841882,2,2,2,1,2,1,10,0.4348896433603829,0.20003147373654243,0.1493846153846154,0.7077777777777778,0.5583931623931624,0.5380443186593419,0.38977958005992414,0.463911949359633,1,0,1,0,0,0,0,0,0,0,4.1,Excellent
310150887716372,video,8.3,21.9,0.57,11.22,-93.46,49.93,36.7,17.09,3.832223218756446,2.165844609305756,3.3685714285714283,0.4995468152961164,0.43315,0.18761892249999998,8.252690000000001,0.06682189999999998,83.21317868991372,4.139444203161828,0.36244541484716164,93.12600000000002,12.482999999999999,853.3036999999999,0.2976127320954907,0.36037947598253284,0.633,0.31621313408244167,2.2300144001592104,3.131136910560194,0.4510756193602166,2.895359299407204,2.8809720581775866,7.066116330771806,2493.0049,479.60999999999996,0.32489999999999997,0.6743721128414397,2,3,2,2,1,2,12,0.2911158261039688,0.17735727425790704,0.08666666666666666,0.5537241810974338,0.46705751443076715,0.7770690346524218,0.4047572606979532,0.5909131476751875,0,0,0,0,0,0,0,0,0,0,4.38,Excellent
310150604579232,video,13.39,22.69,1.43,6.66,-106.14,10.0,10.64,49.8,2.4942797058008526,5.368283263845423,-2.797142857142859,0.3155543977824804,0.1032,0.01065024,13.198523000000002,0.299962,79.8254659161973,4.017385590047049,0.5652173913043478,89.1774,32.4467,498.0,0.5721649484536082,0.5571347826086956,0.8936,0.28197940985842446,2.6665335208992764,3.165053018170694,0.8878912573524571,3.927896354584436,3.6592348927063973,3.1622776601683795,100.0,514.8361000000001,2.0448999999999997,0.4862404887700017,1,3,2,3,2,1,12,0.22440991673763583,0.1654413198241273,0.0,0.4240824320872008,0.4240824320872008,0.8305574128359587,0.31602213269362683,0.5732897727647928,0,0,1,0,0,0,0,0,0,0,4.22,Excellent
310150332968651,volte,12.1,11.5,0.53,10.24,-101.83,39.24,31.07,12.33,3.5320893886173046,3.425734365328944,-3.6014285714285705,0.4128949479896277,0.35155000000000003,0.12358740250000003,12.03587,0.06541064999999999,83.62906087081826,4.153468689321444,0.968,123.904,6.095000000000001,483.8292,0.3193015279077019,0.9628695999999999,0.6893,0.2846084876492504,2.5726122302071057,2.5257286443082556,0.4252677354043441,2.5900171341906173,3.478505426185217,6.26418390534633,1539.7776000000001,132.25,0.28090000000000004,0.6408445586705954,2,3,2,2,1,2,12,0.2419231451902737,0.1428211014399518,0.03333333333333333,0.43542857142857144,0.4020952380952381,0.8344578600087269,0.3692248205219412,0.6018413402653341,0,0,0,0,1,0,0,0,0,0,4.13,Excellent
310150579546681,video,14.05,28.12,0.55,12.99,-93.37,35.48,25.29,13.74,4.385895757944119,3.203450509408804,0.9299999999999926,0.530640767786355,0.30384999999999995,0.09232482249999997,13.972725000000002,0.053517300000000004,83.14692457316477,4.137189842758802,0.48248626373626374,182.5095,15.466000000000001,487.49519999999995,0.49410422213769495,0.4798325892857144,0.7471,0.39644171761318586,2.711377991194885,3.3714252233284854,0.4382549309311553,2.6905648867611904,3.7483329627982624,5.9565090447341715,1258.8303999999998,790.7344,0.30250000000000005,0.7271955388616236,2,3,2,2,1,2,12,0.2791005894795777,0.17802778913152398,0.1170058758409265,0.5556019194658876,0.4385960436249611,0.8358456676654539,0.47067768472129706,0.6532616761933755,0,0,0,0,0,0,0,0,0,0,4.46,Excellent
310150206328085,volte,19.81,44.43,1.08,18.34,-92.29,70.56,66.06,30.25,6.113406076129234,3.2404194573874774,-5.632857142857148,0.6313681976692199,0.6831,0.4666256100000001,19.596051999999997,0.11237875000000001,80.62940024710842,4.047567742990028,0.43605546995377503,363.31539999999995,47.9844,2134.44,0.27348643006263046,0.4313460708782742,0.3393999999999999,0.2142863662889332,3.035433640405543,3.816172679771312,0.7323678937132266,3.4420193761824107,4.450842616853577,8.4,4978.7136,1974.0249,1.1664,0.840226804896754,3,2,3,1,2,1,12,0.47005377564733286,0.20400565555377337,0.2022051282051282,0.6728888888888889,0.47068376068376067,0.5945115348197085,0.5776626264257351,0.5860870806227219,0,0,0,0,1,0,0,0,0,0,3.79,Good
310150130349564,gaming,11.47,10.69,0.76,8.77,-104.21,35.23,29.7,19.74,3.093146987911768,3.708197523372007,-3.8814285714285717,0.36783264880331434,0.32464999999999994,0.10539762249999995,11.382828,0.11255089999999997,82.70472575484723,4.122003424611407,0.9811804961505561,100.5919,8.1244,695.4401999999999,0.28566775244299675,0.9737235243798118,0.7030000000000001,0.25858635210873,2.523325759691945,2.458733775483977,0.5653138090500605,3.032064202801381,3.38673884437522,5.935486500700679,1241.1528999999998,114.27609999999999,0.5776,0.5839708711923475,2,3,2,2,1,2,12,0.23482568853453395,0.11251590324129253,0.029179487179487176,0.3934285714285714,0.36424908424908425,0.8242984105871193,0.33336585373728916,0.5788321321622042,0,0,0,0,0,0,0,0,0,0,4.41,Excellent
310150881447915,video,12.0,25.7,0.77,13.22,-92.43,41.99,38.05,17.36,4.458736258068989,2.691345552965498,1.5414285714285683,0.54242839855742,0.40019999999999994,0.16016003999999995,11.907599999999999,0.06489746666666668,82.30411795328651,4.108037014007373,0.449438202247191,158.64000000000001,19.789,728.9464,0.33854033290653013,0.4459775280898876,0.6195,0.3360343929063217,2.5649493574615367,3.2846635654062037,0.5709795465857378,2.9101743851923443,3.4641016151377544,6.479969135728966,1763.1601,660.49,0.5929,0.7333984347234799,2,3,2,2,1,2,12,0.31196486527026135,0.170455811283965,0.10615384615384615,0.5752138535364071,0.46906000738256093,0.7781381140412087,0.4621364974560446,0.6201373057486267,0,0,0,0,0,0,0,0,0,0,4.67,Excellent
310150199052376,volte,11.45,11.96,1.27,4.96,-86.59,13.33,10.55,42.18,2.047289097272862,5.592761674573578,19.18142857142857,0.4495661410986259,0.1194,0.014256360000000001,11.304585,0.11662770000000003,80.68175839165659,4.04950796413917,0.8834876543209875,56.791999999999994,15.189200000000001,562.2594,0.4294372294372294,0.872267361111111,0.8945,0.4021369132127209,2.5217206229107165,2.561867690924129,0.8197798314933114,3.7653774250866614,3.383784863137726,3.651027252705737,177.6889,143.04160000000002,1.6129,0.39103835892710315,1,3,2,3,2,1,12,0.2481557470394089,0.22860175333953794,0.006370164466064404,0.6970582098894219,0.6906880454233575,0.8546216907308596,0.419451476656523,0.6370365836936913,0,0,0,0,1,0,0,0,0,0,3.72,Good
310150277077808,volte,11.8,21.85,1.36,11.9,-101.42,47.01,38.29,42.58,4.043359046302321,2.918365612569376,-5.5628571428571405,0.4447737474292867,0.4265,0.18190225,11.63952,0.2229772666666667,80.10611959340113,4.028005005899063,0.5164113785557987,140.42000000000002,29.716000000000005,2001.6857999999997,0.30287604988546707,0.5093881838074398,0.6171,0.27446987953861285,2.5494451709255714,3.128951117340214,0.8586616190375187,3.774598329516474,3.4351128074635335,6.856383886568779,2209.9401,477.42250000000007,1.8496000000000004,0.6957787359332959,2,3,2,2,2,1,12,0.33163201901035283,0.11715666137129965,0.08641025641025642,0.4828571428571428,0.3964468864468864,0.7006039042461276,0.38535855777115335,0.5429812310086405,0,0,0,0,1,0,0,0,0,0,3.93,Good
